,NAME,COVER,STORYLINE
775,讲故事的人,,TERENCE W. YANG构思3年的野心长片计划，现已无限期搁置。
776,大变西游,,在死亡威胁面前，作为超级英雄的孙悟空，是如何用他特有的智慧和举动拯救这个他想躲都躲不开的世界的？他和几个兄弟之间，又是如何“冷漠地”表达着各自火热的情感的？心灵深处的那种真诚就埋藏在这个光怪陆离的神话闹剧之中。
777,NickToons,,"Plot details are vague, but the film will feature famous characters from shows like “Doug,” “Rugrats,” “Ren & Stimpy” and “Ahh! Real Monsters,” combining them into a film that would bear similarities to “Who Framed Roger Rabbit.”"
778,音轨上的血,,据《纽约客》消息，卢卡·瓜达尼诺有望将鲍勃·迪伦的专辑《音轨上的血》改编成电影搬上大银幕。1975年，鲍勃·迪伦推出专辑《音轨上的血》，这张专辑是他与第一任妻子失败婚姻的写照。
779,阿尔法,,史蒂文·奎里([深海异形])将执导鲨鱼题材惊悚片[阿尔法](Alphas，暂译)。故事讲述一群大白鲨在海滨小镇制造惶恐，而人们寄希望于一头曾伤人，至今被囚禁的虎鲸身上。该片由沃尔太奇(Voltage Pictures)打造。目前影片暂无其他消息。
780,二人小町,,故事改篇自小說家芥川龍之介，電影講述了兩個同名同姓同年的女子黎小町和死神相識相遇的黑色幻想故事。
781,我是艺术家,,赖纳·维尔纳·法斯宾德在柏林一家剧院创作并教授了一出十八世纪的戏剧，而个人的野心。内心的挣扎以及潜在的心理报复欲使得他和演员的关系一度恶化，尤其是和君特·考夫曼
782,十字追杀令3,,
783,The Hills Have Eyes: The Beginning,,
784,时栈中的指针,,奥兰多·布鲁姆、芙蕾达·平托、小莱斯利·奥多姆、Cynthia Erivo将主演约翰·雷德利(《美国重案》)执导新片《时栈中的指针》(Needle in a Timestack)，Bron Studios制作。
785,鸟鸣嘤嘤,,上世纪 60 年代末，知识青年胸怀人定胜天的理想来到云南。为了种植“有用”的橡胶树，他们开始大肆砍伐“没用的”原始森林。当山上的树已倒了大片，人们继而向村民们世代敬畏的“树王”举起了砍刀。当地农民“肖疙瘩”，一个懂山、懂森林的伙夫，以命相抵，双方展开了一场较量 … …
786,身在高地,https://img1.doubanio.com/view/subject/l/public/s4107759.jpg,华纳以5000万美元购得音乐剧《身在高地》电影拍摄权。该片2016年最早由韦恩斯坦公司立项，自韦恩斯坦宣布破产后，影片的拍摄权引发多家公司竞标。音乐剧《身在高地》由百老汇全能才子林-曼努尔·米兰达主演，曾获封2008年托尼奖最佳音乐剧。新片导演朱浩伟，原剧编剧奎埃拉·阿里格里亚·赫德兹操刀剧本，影片围绕纽约曼哈顿区一个拉丁移民家庭的追梦故事展开。
787,大奖,,"Four guys win a jackpot over a million dollars, but when it comes to dividing it up, things get bloody. Based on the 2011 Norwegian film, ""Jackpot""."
788,循环,,天下霸唱小说改编，场地震过后，坠星湖旁曾经消失的神秘古村重现。报社记者阿计与同伴前往调查，意外进入了一个“疯狗肆虐、村民感染”的时空漩涡……
789,神雕侠侣,,徐克将拍摄电影版《神雕侠侣》三部曲，施南生监制。这是徐克自执导《东方不败风云再起》后，24年来再次拍摄金庸武侠作品，杨过和龙女的故事将登大银幕。自1983年香港邵氏出品制作《杨过与小龙女》电影版后，这部作品34年来都再未出现在大银幕上。
790,午夜慢车,,缪大同（佟大为饰）是一个爱情理想主义者。他在国外主修心理学，最擅长用现代心理科学来解释人的梦境。于1947年博士学成归来，回到四川嘉阳县， 踌躇满志准备做当地的第一个精神分析医生。为了搭救因革命活动锒铛入狱的未婚妻尹本，接受了一个姓狄的大法官（此人自称“嘉阳狄仁杰”）（王双宝饰）交给他的使命，即通过对女性梦的解析， 找到狄法官心目中的红颜知己，从而狄法官释放缪大同的未婚妻。在释梦过程中结实翁女士（郑秀文饰），一场荒诞不羁的性梦破解之旅即将展开。
791,帕丁顿熊3,,Plot undisclosed. The third installment of the Paddington films.
792,嗨！美男子,,赵薇监制、茅毛导演的新电影顺利开机了！
793,金属人,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2562646342.jpg,"Based on a DC Comics hero created by Robert Kanigher and Ross Andru in 1962, ""Metal"" revolves around a brilliant scientist, William Magnus, and his creations: six highly advanced robots who have powers associated with their respective metals -- gold, iron, lead, tin, mercury and platinum. Instead of having to be programed, the Metal Men can think for themselves, which is both their genius and their biggest flaw."
794,重回地球,,科幻喜剧电影《重回地球》讲述了因一次机缘巧合，在月球上生活了五千两百多年的嫦娥阴差阳错跟着中国宇航员从月球回到了地球的故事。
795,一路惊奇,,院线电影《一路惊奇》 发行公司：中国电影集团公司、五洲电影发行、影联传媒
796,放逐的救赎,,男主人公阿海和女主人公安拉，两人因为童年的不幸造成了心理创伤。成年后，两人带着童年的心理创伤杀人。
797,驱逐,,杰西卡·布朗·芬德利(《名姝》)、西恩·哈里斯([碟中谍6：全面瓦解])将主演惊悚片[驱逐](The Banishing，暂译)，[恐怖游轮]导演克里斯托弗·史密斯执导。影片故事背景设定在20世纪30年代，讲述一名年轻的牧师与妻子和女儿搬进了一座庄园，而这座庄园背后隐藏着可怕的秘密。影片将于本月5日在英国开拍。
798,撒玛利亚,,西尔维斯特·史泰龙旗下制片公司巴尔博亚制片公司(Balboa Productions)将打造多部影片，其中史泰龙或将参演两部影片[撒玛利亚](Samaritan，暂译)及[亨特](Hunter，暂译)。
799,尖峰时刻4,,北京时间7月31日消息，据美国媒体报道，距离成龙和克里斯-塔克主演的《尖峰时刻3》已经有五年之久，日前，影片制片人亚瑟-萨金逊透露，一段新的惊险幽默旅程将和《尖峰时刻4》一起到来。同时，两位男主角成龙和克里斯-塔克也将回归。《尖峰时刻4》的编剧即将到位执笔。剧制片人亚瑟-萨金逊表示，他计划将《尖峰时刻4》塑造成十分接近第一部的风格，更加真实，格外精彩。其实他本人对《尖峰时刻3》不是很满意，该片只是介绍两名毫无关联的警察意外的凑到一起搞笑磨合和破案的故事，毫无新意。亚瑟认为第一和第二部还是比较成功的，第三部则有点失控。但是，这丝毫不会影响到《尖峰时刻4》再次邀请成龙和克里斯-塔克来担纲主演，因为亚瑟为他们准备了一个新颖的故事，把他们放到一座全新的城市让他们继续斗嘴。新片《尖峰时刻4》锁定的导演依旧是执导《尖峰时刻》前三部的布莱特-拉特纳，他曾是《越狱》的制作人，也导演过《X战警3》。虽然布莱特-拉特纳目前并没有宣布正式接手，但制片人亚瑟表示，这根本不是问题。对于《尖峰时刻4》的剧情，亚瑟已有所设想，成龙饰演的李警官和克里斯饰演的卡警官可以在一个与以前完全不同的世界。也许，克里斯已经结婚了，而成龙可以和奥克塔维亚-斯宾瑟结婚，或者娶了克里斯的表妹，婚后他们住在上海。克里斯去上海看望他们，然后发生一系列的意外和化学反应故事。总之，亚瑟设想《尖峰时刻4》将会像《速度与激情》系列一样取得突破性的成就。
800,林森北路,,林森北路上的明日香咖啡厅，宛如龙门客栈，汇聚三教九流。长袖善舞的老板娘镶玉姐受旧友请託打听女儿遭害线索，却曝出自己最深的秘密⋯⋯《林森北路》以龙蛇杂处却独树一格的在地风景，写出历史和人性，探索道义原则、与传统承袭的新旧矛盾。
801,乩身：踏火伏魔的罪人,,奇幻动作类型片《乩身：踏火伏魔的罪人》提出颇具禅意的叩问：人人皆会犯错，但如何坦然面对，决定了品格高下。
802,诚心荡漾,,都市情感喜剧电影#诚心荡漾#，主演：孙红雷
803,Lieland,,"Hong Kong auteur Pang Ho-cheung will make his first directing foray into English-language filmmaking with an adaptation of Lieland from Israeli novelist Etgar Keret’s 2012 short story collection Suddenly, A Knock on the Door."
804,泰坦,,好莱坞女星莉莉·科林斯确定加盟犯罪惊悚片《泰坦》，影片由奥斯汀·本恩编剧兼导演。电影讲述了女音乐家艾玛（莉莉·科林斯饰）的姐姐意外身亡了，艾玛找到姐姐生前的同事贾斯汀，希望能了解姐姐生前的工作内容和工作场所。结果，贾斯汀带着艾玛来到一处茂密的红杉林，艾玛不久就发现自己深陷大自然的危险之中，她必须实现一次荒野求生。
805,最想要的,,
806,Cali,,
807,请以你的名字呼唤我2,,续集故事发生在前作的5、6年后，艾力奥和奥利弗将在美国再见面，二人将在续作中周游世界。
808,情迷曼哈顿,,据外媒消息，倪妮将与奥斯卡影帝、“钢琴家”阿德里安·布洛迪合作主演爱情喜剧《曼哈顿爱情故事》(Manhattan Love Story)，。讲述意大利男子和中国女子相遇在纽约，这对文化背景迥异的男女渐渐擦出火花，坠入爱河。导演是安迪·坦纳特(《安娜与国王》《全民情敌》)，他和布洛迪参与写剧本，下个月在纽约开拍，预算达1500万美元。
809,失落的秘符,,哈佛大学符号学专家罗伯特·兰登受邀前往西班牙毕尔巴鄂古根海姆博物馆出席一场重大的发布会。他二十年前的学生——如今已是享有国际声誉的计算机专家、未来学家——埃德蒙·基尔希将要揭开一个惊人的发现，它关系到人类长久以来未能解开的两大难题：我们从哪里来？我们要往哪里去？
810,变蝇人,,新人导演J·D·迪拉德([魔术技法])将联合编剧亚历克斯·塞尔共同改编大卫·柯南伯格的[变蝇人]。1986年大卫·柯南伯格执导的[变蝇人]是科幻惊悚经典，故事围绕科学家塞斯(杰夫·高布伦饰)的意外传送事故展开，塞斯不幸和苍蝇的机体融为一体，随后一个异种诞生。该片将由20世纪福斯制作发行。
811,黑脸大包公之西夏风云,,包公与展昭、护身精灵、妙妙猫等前往大辽途中，突然接到皇帝谕旨，被派回开封府调查惊天大案：征西大元帅狄青杀妻通敌！要知道狄青可是全民的英雄偶像啊。包拯明察暗访，正要为狄青洗刷冤屈，狄青却越狱逃往西夏，不久爆出带兵反攻大宋的消息！断案不成又要背放走嫌犯的锅？这真是包青天遇到最大的坑，但第一神探何许人也，看他怎么将坏蛋们一网打尽。
812,沙海巨蛛,,
813,隐形,,"由小罗伯特·唐尼创意的影片""Cloaked""(隐形)已由华纳买下版权，据说是一部超自然恐怖喜剧，故事线与1981年影片《美国狼人在伦敦》一脉相承。"
814,兰陵王入阵曲,,作为中国古代具有传奇色彩的英雄故事，此次《兰陵王入阵曲》将被搬上大银幕，影片采用虚拟拍摄的手法，通过与CG技术的融合呈现出一曲雄浑壮阔的战争史诗。
815,胜利者,,据悉，《胜利者》是一部火爆惊天的动作大片，由光景映画发起，并请到了《无间道》出品人庄澄任制片人、《杀破狼2》编剧黄英撰写第一稿剧本，目前，该项目正在紧锣密鼓的推进中，该片将打造华语动作片的新标杆，并与好莱坞展开了深度合作，火爆场景将席卷全球
816,早晨八点,,
817,尖疯姐妹,,该影片由金依萌导演，马丽联手“破产女孩”贝丝·比厄破次元壁主演，好莱坞金牌班底保驾护航，制片人白金现场表示，这是一部融合了好莱坞与开心麻花两种元素的喜剧
818,飓风营救中国版,,原版《飓风营救》中塑造了一位被西方影评人誉为“史上最硬汉老爸”的形象，而同样的铁骨柔情，同样的出生入死，同样为营救自己的女儿敢与世界叫板的父亲，在中国也同样存在。
819,猎鹰计划,,长生不老这个人类梦寐以求的愿望终于在今天得以实现。如果你想永生永世守护自己所珍惜的东西，如果你想永葆青春，如果你想亲眼见证几千年以后人类的发展，就不妨加入鹰组织。你的愿望马上就会实现，长生之术将呈现在你的面前。谎言是需要用眼睛去发现的。qiwan.cc长生不老的谎言注定要被猎鹰集团所揭穿，而市民们被蛊惑的心也将注定被猎鹰集团所唤回。一场史无前例的猎鹰计划即将展开！
820,酒精计划,,TrustNordisk has acquired rights and will kick off pre-sales for Thomas Vinterberg’s upcoming feature at the Toronto International Film Festival.
821,美国狼人在伦敦,,《超能力记事》（Chronicle）编剧麦克斯·兰迪斯（Max Landis）即将自编自导新版《美国狼人在纽约》（American Werewolf in London）。有趣的是，当年正是他的父亲——约翰·兰迪斯（John Landis）导演了老版电影。
822,疯狂突袭,,以昆虫为素材由10个短篇构成。摄制组表示继沈恩京出演的1篇‘蚊子’后2篇‘蟑螂’篇正在准备中。以后的短篇因为还在构思中没有能透露的具体内容。
823,No Entry Mein Entry,,
824,利剑之刃,,
825,鬼屋,,大卫·S·高耶(诺兰《蝙蝠侠》三部曲编剧)的制片公司Phantom Four将联合Anton Corp(《帕丁顿熊》《黑暗物质》剧)打造一部超自然惊悚新片《鬼屋》(The Night House)，大卫·布鲁克纳(《致命录像带》《黑森灵》)执导，Ben Collins＆Luke Piotrowski(《超级黑暗时代》《斯蒂芬妮》)编写剧本。详细剧情未知，讲述一名寡妇开始发现亡夫令人不安的秘密。
826,蜘蛛头,,Netflix继续壮大自己的内容创作团队，邀请《壮志凌云2：马弗里克》的导演约瑟夫·科辛斯基执导旗下科幻新片《蜘蛛头》。《蜘蛛头》的故事发生在近未来，罪犯可以通过自愿申请成为医学研究对象，以缩短刑期。一位犯人发现自己身上试验的药物，能够产生有爱意的情感触动，他开始质疑现实中人们的情感，并试图寻找真相。
827,爱回家,,作为一部公益电影，它在关注农村留守儿童的同时，第一次把视觉转向那些虽身在城市，物质生活充裕，但较少得到父母关心照顾的儿童，呼吁社会给予关注。
828,哈利路亚！,,拉尔夫·费因斯将加盟克里斯·艾迪生(《副总统》)执导的复古喜剧[哈利路亚！](Hallelujah!，暂译)，饰演作曲家格奥尔格·弗里德里希·亨德尔。影片表述方式将类似[莎翁情史]，展现亨德尔经典作品《弥赛亚》那场宏大却混乱的首演。本片预计2019年初开机，并将率先于今年戛纳电影节销售发行权。
829,再青春,,新浪娱乐讯 去年赵薇[微博]执导的《致青春》席卷内地7亿票房，现在《致青春》原著的作者辛夷坞又启动《再青春》，期待青春精神的延续，同时网传黄晓明[微博]有望出演，和老同学、好闺蜜赵薇合作。
830,警察学校8,,The eighth installment of the 'Police Academy' 77mi.cc comedy franchise.
831,网络风云,,以中国首部互联网+商战小说《网络英雄传I：艾尔斯巨岩之约》为故事蓝本，由东海电影集团打造的中国首部互联网创业大电影。
832,Depraved,,"Two Brothers travel back home with the company of their loved ones for the passing of their Mother. Once there, they are soon confronted by their Cousins with dangerous intentions that lead into a night of bloodshed in order to survive."
833,江湖郎中,,阿格涅丝卡·霍兰([糜骨之壤])新片[江湖郎中](Charlatan，暂译)正式开拍，该片由伊凡·特洛伊(Ivan Trojan)、弗兰迪斯科·特洛伊(František Trojan)主演。影片故事根据草药医生Jan Mikolášek的真实故事改编，讲述尽管困难重重，他还是毕生致力于照料病人。该片计划于明年2月20日首映。
834,Devils Night,,
835,铃儿响叮当,,休·博纳维尔将出演Netflix首部真人原创音乐片[铃儿响叮当](Jingle Jangle，暂译)。本片卡司还有福里斯特·惠特克、 科甘-迈克尔·凯、菲利西亚·拉斯海德、阿尼卡·诺尼·罗斯，讲述一家玩具制造商(惠特克饰)努力使他的神奇新发明能在圣诞节前发挥作用，永远改变生活的故事。影片定于2020年北美上映。
836,The Last Dragon,,"In order to be ""The Last Dragon"", a young martial arts student in New York trains to become a great fighter like Bruce Lee, but first he must face off against one mean, bad dude known as Sho'nuff, the Shogun of Harlem."
837,虎胆杀机,,"A former paramedic gets injured after she witnesses a crossfire involving two corrupt cops. Dispatched to hospital, the woman must survive the night as the men hunt her down. Luckily, a veteran cop is assigned to protect her, and he becomes her protector as the night grows more dangerous."
838,狼人,,作为大银幕上经典的怪物形象，“狼人”历史悠久，早在1941年就曾被拍成电影，之后陆续出现在《弗兰肯斯坦／科学怪人》、《吸血鬼德古拉》等系列影片中。2010年，环球公司翻拍了《狼人》，由本尼西奥·德托罗（Benicio del Toro）主演，不过那部影片反响平平。
839,江山故人,,
840,离婚惊情,,鲁伯特·弗兰德将主演威廉·布伦特·贝尔([灵偶契约])执导新片[离婚惊情](Separation)。影片剧情细节暂未公开，但据说这是一部当代超自然惊悚片，讲述了离婚的可怕后果。该片借鉴了[克莱默夫妇]、[第六感]、[妈妈]，将于下月在纽约开拍。
841,速度与激情9,,曾主演过《速度与激情3：东京漂移》的男星卢卡斯·布莱克宣布将加盟《速度与激情7》，据悉，他不仅将加盟第七部，而且已经确定要参演第八部和第九部。这似乎证实了之前媒体的猜测：《速度与激情》的7-9将成为一部新的系列三部曲。
842,蜂鸟蝾螈,,Netflix接近拿下Jeff VanderMeer(《遗落的南境》三部曲)所著新书《蜂鸟蝾螈》(Hummingbird Salamander)的电影改编权，计划让Sugar23公司负责制片。
843,阿肯色,,利亚姆·海姆斯沃斯、文斯·沃恩将主演克拉克·杜克导演处女作[阿肯色]。本片讲述迪克西黑手党中两名低级毒贩(海姆斯沃斯、杜克饰)本按照阿肯色州毒枭(沃恩饰)的命令生活，但一笔交易出了可怕的差错，随之而来的是致命的后果。该片将于本周开拍。
844,爱情人偶,,影片改编自导演的同名小说，讲述的是制作充气娃娃的职人哲雄与其妻子园子的爱情故事：哲雄对园子一见钟情而结婚，他隐瞒着自己的真实工作普通过活，但却因过度热衷充气娃娃的制作而令夫妻关系产生危机。在这样的情况下，园子向哲雄坦白了心中怀揣着的秘密……
845,信条,,克里斯托弗·诺兰下部作品确认将于2020年7月17日在北美公映。包括标题名、情节概述、演员阵容在内的任何细节都没有透露，只是被称为会是一部重磅电影（event film），同时会采用IMAX技术进行拍摄。
846,僚机,,在《情圣囧色夫》时隔4年后，约瑟夫·高登-莱维特有望重执导筒，操刀一部环球影业出品的R级音乐喜剧，并与查宁·塔图姆共同担纲主演。这部影片暂定名为《僚机》（Wingmen），主角是两名飞行员。
847,再见怪兽,,《再见怪兽》讲述在中国上古神兽世界，昆仑仙山医馆的守护神兽“白泽”因一个人类问题男孩的闯入，被打乱了原本浪荡不羁的生活，与男孩共同踏上了一场奇幻的心灵治愈之旅。
848,进击的巨人,,好莱坞要拍摄真人版《进击的巨人》的消息已经传出很久，如今终于有了实质性的进展。根据国外媒体报道，本周一华纳公司已经与讲谈社达成合作，确认《小丑回魂》导演安德斯·穆斯切蒂将执导真人版《进击的巨人》！
849,分身人,,据外媒报道，詹姆斯·弗兰科将加盟X战警电影宇宙，饰演分身人(Multiple Man)。福斯正在制作分身人单行电影，将由西蒙·金伯格执导，詹姆斯·弗兰科同时也会担任这部影片的制片。截至目前，已经在计划之内的X战警系列影片包括《X战警:黑凤凰》《X战警:新变种人》《牌皇》。
850,来自远方,,托尼奖获奖百老汇音乐剧《来自远方》(Come from Away)将被改编成电影，The Mark Gordon Company投资制片，原作者、词曲家Irene Sankoff和David Hein将编写剧本，剧版导演克里斯托弗·阿什利也确定执导影片。设定在9·11事件之后，38架飞机意外迫降加拿大纽芬兰与拉布拉多省的小镇Gander，7000名旅客滞留。在被迫停飞的处境下，小镇的居民热情地欢迎并接纳了所有旅客，他们的慷慨善良与恐怖袭击形成了鲜明的对比。文化相互碰撞，人们情绪高涨，不安感转变为信任，音乐响彻深夜，感激最终形成了长久的友谊。
851,游走的欲望,,
852,生死无门,,根据真实事件改编，女主角李阿兰被迫拿起法律武器，想让自家三姐妹过上正常人生活的故事。李阿兰的父亲（老李）因为超生被免了村干部公职而变得暴躁，经常家暴导致母亲患上精神病，后被患有精神病的母亲打死。几年后，代养她的伯父以童养媳的方式将其“嫁人”。12岁“结婚”，14岁生女，四次逃婚后才逃离魔窟。当她费尽周折与丈夫离婚，准备向伤害过她的人讨公道时，在几经周折，束手无策的情况下一下把她的维权努力推向了绝境。
853,终极解密,,
854,阿尔法密令,,
855,移动心迷宫,,三个青年，一次意外，犯下弥天大错。一番心理斗争，几人选择分头逃逸，希望可以侥幸躲避惩罚。安然误进了一家酒店。酒店中隐藏着神秘而恐怖的面具人，随时准备伏击安然。而更另安然想不到的是，当面具人摘下面具的那一刻，安然惊奇地发现面具后的那个人竟然和自己长得一模一样……
856,赤道2,,《赤道2》延续的依旧是《赤道》中的阵容，在片中张震饰演的是一位代号为“赤道”的国际通缉犯，他盗走了韩国核武器的手提箱，因此整个亚洲都面临着被核武器轰炸的危险。为了社会的稳定和国家安全，中韩两国的安全专家齐聚，和犯罪分子展开了一轮轮的智商角力。
857,比尔和泰德寻歌记,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2521615678.jpg,此前基努·里维斯、亚历克斯·温特已确认联手回归喜剧[比尔和泰德]系列第三部[比尔和泰德寻歌记]，导演迪恩·帕里索特，该系列原编剧克里斯·马瑟森、艾德·索罗门操刀剧本。但近日里维斯却对该片能否如期而至表示不太确定。里维斯是在接受“雅虎娱乐”采访时透露的这一消息，他称由于一些幕后问题，该片能否照原计划进行现在并不确定。里维斯表示：“我们为这部片子已经等了很长时间，但现在还是存在一些‘挑战’。我很喜欢这个系列的这些角色，新片剧本已经就绪，故事很棒，但在‘资金、版权、合同’上还存在一些问题。”
858,墨西哥毒枭,,20世纪福克斯最近买下了唐·温斯洛（Don Winslow）上月出版的畅销新书《卡特尔》（The Cartel）的电影版权，雷德利·斯考特（Ridley Scott）已经签约执导该片，而其中一位男主角有望由莱奥纳多·迪卡普里奥（Leonardo DiCaprio）扮演。
859,浪客剑心：最终章之人诛篇,,佐藤健主演的电影『浪客剑心 最终章』发表、2020年夏、2作连续公开！ 为第四第五部真人版电影
860,天外魔花,,华纳将再次翻拍《天外魔花》，《招魂2》编剧大卫·莱斯利·约翰森操刀剧本。 1956年上映的科幻恐怖片《天外魔花》改编自科幻小说《人体入侵者》，由唐·希格尔、凯文·麦卡锡主演，讲述在一个小镇遭到外星人入侵，人类被复制脑子变得不再有意识，外星人逐渐控制整个局面。这次翻拍将是这部电影继1978年的《人体异形》、1993年的《外星人入侵》和2007年的《致命拜访》后第四次被搬上大银幕。
861,黄雀记,,电影《黄雀记》源自茅盾文学奖获奖同名作品。小说延续了苏童惯常的小人物、小地方的叙事风格和节奏，主要围绕着上世纪80年代发生的一起青少年强奸案展开，并通过三个不同当事人的视觉去描绘故事中的青少年一路的成长和不停的碰撞，以及他们或受侮辱或受损害的命运。不知被搬上大银幕的《黄雀记》会将展现另一番怎样的大荧幕风貌？ 近年来，各种青春题材的影视作品充斥着大荧幕小荧屏，但却很极少有能够真正深入人心的优秀作品，不知未来的《黄雀记》能否打造出不同于以往的关于青少年、关于成长的精彩影片！更多精彩内容尽在《黄雀记》，详情请继续关注漫漫看影视剧！
862,全境封锁,,由育碧软件公司开发的大热游戏《全境封锁》将被搬上大银幕，男主已锁定杰克·吉伦哈尔。吉伦哈尔还将担任该片制片。故事设定在致命疫情爆发后的纽约，病毒来袭，暴徒横行，社会一片混乱。一个专门应对恐怖袭击的特种部队展开行动，寻求最后一线生机。目前导演、编剧尚未确定。
863,老妪好嘢,,伊莎贝尔·于佩尔晒出犯罪喜剧[老妪好嘢]片场照，影片由让-保尔·萨罗米([卢浮魅影])执导。于佩尔饰演一名为巴黎禁毒小组工作的法语-阿拉伯语翻译。一天她被派遣帮助一个女人陷入困境的儿子，却因此卷入了一场失败的毒品交易，获得了一堆大麻。在坚持与禁毒小队工作的同时，这名翻译悄然走向另一方，成为了知名的毒贩。
864,Cross the Line,,A good-natured man has an unexpected deadly confrontation. Instincts kick in to clean up the mess caused in the name of self-defense but does one really get away free after killing someone?
865,Soho区惊魂夜,,影片剧情未知，但赖特表示本片受[威尼斯疑魂]、[冷血惊魂]等同类型作品启发。影片预计今年夏天在伦敦Soho区取景拍摄。
866,美国密探,,"Based on a true story. A renegade Moscow detective, Ivanov defies government pressure and investigates the assassination of a maverick war reporter. However, he becomes embroiled in a web of counter espionage involving chemical warfare, an untraceable gun,an overdue library book, a disappeared daughter and the assassination of the Russian president."
867,珀西,,克里斯托弗·沃肯、克里斯蒂娜·里奇加盟新片[珀西](Percy，暂译)，克拉克·约翰森(《卢克·凯奇》)执导。影片改编自真实事件，故事围绕加拿大萨斯喀彻温省一个小镇上一场“大卫与歌利亚式的对抗”展开，沃肯饰保护农民权益的农场主，里奇饰抵制转基因农作物的活动家。影片已在加拿大开机。
868,印度超人4,,Plot unknown. Fourth installment of the 'Krrish' franchise.
869,盲点：游戏,,
870,致命线索,,三天内，警方安插在岳西省各贩毒网络中的卧底几乎在同一时刻暴露，与此同时，公安厅刘局（周浩东饰）和缉毒队长周睿（王昱超饰）在一次失败的抓捕行动后与自己最后一名卧底曹旭亮失联，进而认定警队内部有鬼。
871,Isi & Ossi,,Netflix开发德语电影《Isi & Ossi》。
872,火腿骑士,,20世纪福克斯宣布开发电影《Spamalot》。
873,离我远一点,,
874,这些小事是爱吗？,,泰国青春片《初恋这件小事》翻拍中国版，定名《这件小事是爱吗？》。原版故事讲述长相平凡、家境平平的初中生小水，因暗恋学长阿亮，为喜欢的人慢慢变好，而阿亮学长看到小水的努力喜欢对方。此次中方买下剧本改编权，影片有望年内开拍，导演、男女主均在筹备中。
875,#我在这里,,法国高蒙影业将拍摄浪漫喜剧[#我在这里](#iamhere，暂译)，导演艾里克·拉缇戈([贝利叶一家])，编剧托马斯·彼得葛恩([希斯特斯兄弟])，主演阿兰·夏巴([星际特工：千星之城])、裴斗娜。故事讲述一个知名法国大厨史蒂芬与一个神秘韩国女子在Instagram上相识后坠入情网，史蒂芬前往首尔开启寻爱之旅。影片将在法国、韩国取景拍摄。
876,合金装备,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2533737687.jpg,索尼有意将小岛秀夫的游戏《合金装备》搬上大银幕，目前与作家杰·巴苏([怪物：黑暗大陆]编剧)达成协议，执笔电影版剧本。《合金装备》是从红白机时代以来一直风靡全球的经典潜入类游戏，主角蛇君Snake是最知名的游戏人物之一，乔丹·福格特-罗伯茨([夏日之王])有望担当电影版[合金装备]导演。
877,海盗地带,,影片描述一名叫做杭特的海盗，与牙买加总督计划袭击一艘西班牙宝藏船的故事。
878,Untitled Hell's Kitchen Project,,
879,最后的人类,,《蜘蛛侠：平行宇宙》编剧、制片人菲尔·洛德&克里斯托弗·米勒将继续为索尼做动画电影——索尼最新以高价抢下了他们执导的新动画《最后的人类》(Last Human)，一部“人机扭转”作品，这次人类是珍稀动物。环球、华纳、派拉蒙、Netflix、MGM/安纳普尔那、NewRegency、MRC⋯除迪士尼/福斯之外都在抢这部，索尼为拿下花了高达八位数，据称是1500万美元。
880,Smash and Grab,,"Feature film based on the documentary, 'Smash and Grab', which followed the the most successful diamond thieves in the world."
881,第一炉香,,上海女学生葛薇龙求学香港，投靠姑母梁太太，被梁太太利用，当作诱饵来吸引男人，葛薇龙渐渐沉迷在纸醉金迷中，后来被花花公子乔琪乔吸引，为了继续过声色犬马的上流社会生活，不惜出卖自己的灵魂，费尽心机嫁给了乔琪乔，最终沦为姑母梁太太和乔琪乔敛财的工具。结局不言而喻，当葛薇龙失去利用价值时就会被乔琪乔无情地抛弃。
882,西游记后传,,《西游记后传》显然是无数人心中是一部经典之作，该剧也于2000年播出时还获得了第18届金鹰奖电视美术片类最佳奖。《西游记后传》的重复动作被网友誉为“鬼畜界的鼻祖”。尽管如此，剧情却让人无可挑剔，以至于2015年翻拍了《石敢当之雄峙天东》。多年后的今天，《西游记后传》终于要被搬上大荧幕，被改编成电影，它就是由曹荣制作的《西游记之斗战胜佛》。目前《西游记之斗战胜佛》正在前期筹备中，2018年6月开拍。
883,意外杀手2,,
884,圣徒,,派拉蒙将重启《圣徒》电影，克里斯·帕拉特在早期商谈主演，洛伦佐·迪·博纳文图拉(《变形金刚》《特种部队》)制片。
885,致命重启,,清末民初，中国大西北丝绸之路的荒漠中有一个匪徒，他叫丹毕坚赞，他带领手下抢劫过往的商旅，对附近县城百姓的人身安全造成了一定的威胁，俄罗斯南兹德巴赫带领霍尔兹和艾林以及蒙古国军警前往黑戈壁马鬃山刺杀丹毕坚赞。丹毕坚赞逃跑途中巧遇周莹及她的贴身丫鬟梨香，丹毕坚赞为了脱身绑架了周莹和梨香，又因与万通镖局镖车相撞发生爆炸导致死伤一片，最后丹毕坚赞能否被南兹德巴赫俘获？周莹梨香和万通镖局镖师们又会怎么样的结局......？
886,刺客麦克斯,,顶级杀手Maxx决定完成自己第五百个刺杀目标之后金盆洗手，然而没想到的是，他发现这次的目标相当棘手。
